index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score	split	sent_s1	sent_s2
1655	main-captions	images	2015	1336	none	none	A brown dog sits on the beach.	A dog running on the beach	2.00	train	A brown dog baby-sit sits on the beach .	group_A type_A dog running along on the beach
1656	main-captions	images	2015	1362	none	none	A child and two dogs play in the water.	A child in red and blue floaties looking down at the water.	2.20	train	angstrom A kid nipper and two dog dogs play in the piss water .	amp tike child atomic_number_49 in ruddy red and blue floaties calculate looking toss_off down at the water .
1657	main-captions	images	2015	1363	none	none	A skateboarder doing a trick on a stone wall.	A skateboarder riding up to a slope.	2.20	train	A skateboarder dress vitamin_A a trick along on ampere a stone wall .	deoxyadenosine_monophosphate A skateboarder riding upwardly to type_A a side slope .
1658	main-captions	images	2015	1475	none	none	Girl stands in subway waiting on something.	A girl stands in a dimly lit area.	2.00	train	Girl stands in subway waiting on something .	A female_child stand stands IN in a indistinctly dimly get_down lit region area .
1659	main-captions	images	2015	1488	none	none	Dog running towards camera with a ball in its mouth.	The black and white dog swims with a brown object in its mouth.	2.00	train	Dog hightail_it running towards camera camera with A ball in its mouth .	The black and white dog swims with a brown object physical_object inwards in information_technology its rima_oris mouth .
1660	main-forum	deft-forum	2014	0007	none	none	The prices for everything you need have gone up due to inflation.	The prices of everything you own IE assets have gone down.	2	train	The prices for everything you need need throw have give_out gone upwardly upwardly due to pretentiousness inflation .	The monetary_value prices of everything you give have id_est IE asset assets have gone down .
1661	main-forum	deft-forum	2014	0015	none	none	The whole earth combined produces enough food for  billion people.	Who does it now only produce enough for  billion?	2.2	train	The whole dry_land earth combined produce produces enough food for gazillion people .	Who does information_technology it directly now only bring_out enough for billion ?
1662	main-forum	deft-forum	2014	0018	none	none	but in the news broadcasts i have seen they did call him white.	but it seems it would have less "impact" if they didn't call him white.	2.2	train	but in the newsworthiness news broadcasts i take_in have go_steady seen they answer did call him white .	merely but it seem seems it would own possess to_a_lesser_extent less `` impact `` if they did n't call him white .
1663	main-forum	deft-forum	2014	0023	none	none	Well, whatever, you are now.	Well, whatever, you're aware of it now.	2.2	train	Well , whatsoever any , you be are now .	swell Well , whatever , you 're aware of information_technology now .
1664	main-forum	deft-forum	2014	0024	none	none	They produce nothing I can eat, wear, live in.	Think about all the things you can't "eat, wear, or live in".	2.2	train	They produce nothing one I can consume eat , fatigue wear , hold_out live_on indium in .	conceive Think almost about all the things you atomic_number_20 ca n't `` eat_up eat , wear_down wear , operating_theatre or resilient live inch in `` .
1665	main-forum	deft-forum	2014	0027	none	none	Funny, I thought the same thing about some math.	And here I thought I knew me some math.	2.2	train	laughable , ane I thought the same thing about some math .	And hither I thought I knew me more_or_less some mathematics math .
1666	main-forum	deft-forum	2014	0034	none	none	ALTHOUGH SATELLITE INTENSITY ESTIMATES FROM TAFB AND SAB ARE ONLY T./	SUBJECTIVE DVORAK INTENSITY ESTIMATES FROM TAFB AND SAB INCREASED TO  KT.	2	train	ALTHOUGH SATELLITE chroma ESTIMATES FROM TAFB AND SAB ARE entirely ONLY T./	subjective SUBJECTIVE Dvorak DVORAK INTENSITY figure FROM TAFB AND SAB INCREASED TO KT .
1667	main-forum	deft-forum	2014	0051	none	none	if you could kill one person to save four, would you?	As to would I kill  person to save , I have no idea.	2	train	if you could kill unrivaled soul person to economise save four-spot four , would you ?	angstrom to would I kill soul person to save , 1 I ingest have no idea .
1668	main-forum	deft-forum	2014	0070	none	none	"Bright but scatterbrained" becomes "treat with drugs".	"Opinionated and stubborn" becomes treat with drugs".	2.2	train	`` vivid Bright simply but scatterbrained `` become becomes `` treat with do_drugs `` .	`` opinionated Opinionated and refractory stubborn `` become becomes care_for with drugs `` .
1669	main-forum	deft-forum	2014	0072	none	none	Could be a lot of things.	Could be a simple mistake.	2.2	train	Could be type_A shell_out lot of matter things .	Could be vitamin_A a simple simple defect fault .
1670	main-forum	deft-forum	2014	0075	none	none	Should I just tell her how I feel?	Should I just wait it out and see how it goes?	2.2	train	Should unrivaled one only just tell her how unitary one flavor feel ?	Should I just expect waiting it come_out_of_the_closet out and see how information_technology it goes ?
1671	main-forum	deft-forum	2014	0078	none	none	"Jane" wants me to ask the helpful party guest to pay for it.	I can't believe she is asking YOU to ask the helpful party guest for money!	2.2	train	`` Jane `` wants Maine me to enquire ask the helpful party guest to remuneration pay for information_technology it .	I ca n't believe she is asking YOU to demand ask the helpful helpful party guest for money money !
1672	main-forum	deft-forum	2014	0084	none	none	Does he have supporters?	He definently has supporters.	2	train	make Does He He have jock supporters ?	He He definently suffer have supporters .
1673	main-forum	deft-forum	2014	0085	none	none	but okay, ultimate sovereignty?	Thus, ultimate sovereignty.	2.2	train	merely but okay , ultimate sovereignty ?	Thus , ultimate prevail reign .
1674	main-forum	deft-forum	2014	0087	none	none	The Nazis increases the longevity of a handgun permit from  to  years.	The Nazis lowered the minimum age to buy a firearm from  to .	2.2	train	The Nazi increases the longevity of a a shooting_iron handgun permit from to years .	The Nazi Nazis bring_down lowered the minimal minimum age to purchase buy angstrom angstrom_unit firearm from to .
1675	main-forum	deft-forum	2014	0095	none	none	"Gorgons don't exist" - fine.	"Satyrs don't exist" - fine.	2	train	`` Gorgon Gorgon do n't exist `` - o.k. fine .	`` letch letch do n't exist `` - fine .
1676	main-forum	deft-forum	2014	0102	none	none	Morals have absolutely nothing to do with it !	and morals and honesty have everything to do with it.	2	train	lesson Morals have absolutely null to do with IT it !	and morals morals and money_plant give_birth have everything to do with it .
1677	main-forum	deft-forum	2014	0117	none	none	loose change started out as a work of fiction.	It finished as a work of fiction.	2.2	train	loose change set_forth started out As a work of fable fiction .	IT It end_up Eastern_Samoa as amp a work of fiction .
1678	main-forum	deft-forum	2014	0121	none	none	Freedom of speech has consequences!	If freedom of speech has consequences then it is not free.	2.11111111111111	train	freedom Freedom of speech speech feature_article feature aftermath consequences !	If freedom of manner_of_speaking speech give result consequences and_then then it is not not absolve free .
1679	main-forum	deft-forum	2014	0152	none	none	My teachers have told me it is bad for you.	officers have told me its bad for you.	2.2	train	My teachers consume have told Maine me IT it represent is badness for you .	ship's_officer officers wealthy_person have differentiate me its bad for you .
1680	main-forum	deft-forum	2014	0211	none	none	The new study does not support your claim.	The physical evidence does not support your claim.	2.2	train	The freshly study study does not patronage support your claim .	The physical testify evidence answer does non not support your claim .
1681	main-forum	deft-forum	2014	0213	none	none	morals do not exist, so technically nothing can be morally wrong.	I ask again if God does not exist can anything be morally wrong?	2.2	train	moral morals do non not subsist exist , thus so technically technically nothing can be morally ill-timed wrong .	single I ask again again if God does non not exist derriere anything atomic_number_4 be morally wrong ?
1682	main-forum	deft-forum	2014	0228	none	none	I don't see Obama as the lesser of two evils.	I don't see him as evil at all.	2	train	one I practise n't see Obama American_Samoa as the less lesser of ii two immorality evils .	single one serve do n't find see him A as evil atomic_number_85 at all .
1683	main-forum	deft-forum	2014	0245	none	none	It's just a bunch of cells.	I'm "a bunch of cells."	2.2	train	information_technology information_technology 's good just a bunch of cells .	I 'm `` A amp clustering bunch of electric_cell cells . ``
1684	main-forum	deft-forum	2014	0259	none	none	@Lustig Andrei, Lustig, agreed.	@Lustig Andrei, Thank you, Lustig.	2.2	train	@ Lustig Andrei , Lustig , concord hold .	@ Lustig Andrei , thank give_thanks you , Lustig .
1685	main-forum	deft-forum	2014	0285	none	none	Morals have absolutely nothing to do with it !	and morals and honesty have everything to do with it.	2	train	Morals feature have perfectly absolutely nothing to practise do with information_technology !	and morals and honesty have everything to ut doh with it .
1686	main-forum	deft-forum	2014	0292	none	none	Jury nullification means a law isn't Constitutional?	No. Jury nullification does not mean that a law is unconstuitutional.	2	train	Jury nullification nullification means adenine law personify is n't inherent Constitutional ?	no_more No . jury Jury override nullification perform not mean that a natural_law law is unconstuitutional .
1687	main-forum	deft-forum	2014	0313	none	none	Ive watched kids play.	I like watching kids play.	2.2	train	Ive watched kids bet .	atomic_number_53 I like learn nestling kids looseness play .
1688	main-forum	deft-forum	2014	0326	none	none	Red October standing by.	Red Fox standing by.	2	train	ruddy Red October October stand remain_firm by .	cerise Red pull_a_fast_one_on fob remain_firm standing by .
1689	main-forum	deft-forum	2014	0330	none	none	The primary focus of Systematic Dialectics is syn chronic, not dia chronic.	Thus, Meta - System - atic Dialectic is Diachronico - Synchronic Dialectic.	2.2	train	The primary_election primary focus of taxonomical Systematic dialectic Dialectics is syn chronic , non non Defense_Intelligence_Agency dia continuing chronic .	Thus , Meta - System - atic Dialectic cost cost Diachronico - Synchronic dialectical Dialectic .
1690	main-forum	deft-forum	2014	0341	none	none	It is an excellent indicator of climate change.	I think we all agree on the nature of the change.	2	train	IT IT is an excellent index_number indicator of climate change change .	single I think we all agree on on the nature nature of the variety change .
1691	main-forum	deft-forum	2014	0366	none	none	How do you know what's right and wrong?	How do you know which story is the right one?	2.2	train	How ut do you acknowledge acknowledge what 's compensate right and wrong ?	How coiffure do you eff know which story equal is the properly right one ?
1692	main-forum	deft-forum	2014	0374	none	none	James : says faith without works is dead.	Paul did not preach faith without works.	2.2	train	James : says faith without workplace personify is bushed dead .	Saul_of_Tarsus Paul execute did not not preach faith without works .
1693	main-forum	deft-forum	2014	0377	none	none	Originally Posted by Lone Fox You've said that multiple times now.	Originally Posted by Lone Fox And it's not all Iranian related either.	2.2	train	to_begin_with Originally Posted by lonesome Lone slyboots You 've suppose said that multiple times now .	Originally mail Posted aside Lone Fox And it 's not not all Iranian_language Iranian bear_on related either .
1694	main-forum	deft-forum	2014	0421	none	none	If I owe you , dollars, I have a problem.	If I owe you a trillion dollars, you have a problem.	2.2	train	If I owe you , dollars , iodin I have a problem .	If unity I owe you a trillion dollars , you have a Book_of_Job job .
1695	main-news	MSRpar	2012test	0055	none	none	But it is clear that the Joint Intelligence Committee was not involved.	This report was cleared by the Joint Intelligence Committee.	2.000	train	merely But information_technology be is clear that the reefer Joint Intelligence Committee comprise was not not involved .	This paper paper Evergreen_State was cleared by the marijuana_cigarette Joint Intelligence Committee .
1696	main-news	MSRpar	2012test	0075	none	none	Aspen Technology's shares dropped 74 cents, or 23 percent, to close at $2.48 on the Nasdaq.	In afternoon trading, Aspen's shares were off 89 cents or more than 27 percent at $2.33 per share.	2.200	train	Aspen Technology 's shares dropped lxxiv 74 cents , operating_room or 23 percent , to close_down close at $ 2.48 along on the Nasdaq .	In afternoon afternoon trading , Aspen 's shares make_up were off eighty-nine 89 cents Beaver_State or more than 27 27 percent percent at $ 2.33 per percentage share .
1697	main-news	MSRpar	2012test	0088	none	none	Also missing is Al Larsen, 31, of Fort Worth, Texas, who was in another vehicle swept off the turnpike.	The other victim recovered Tuesday morning was Al Larsen, 31, of Fort Worth, Texas.	2.200	train	besides Also missing is Alabama Al Larsen , xxxi 31 , of Fort deserving Worth , Texas , who comprise was indium atomic_number_49 another vehicle vehicle swept turned off the turnpike .	The one-time former dupe victim retrieve recovered Tuesday break_of_the_day morning was Al Larsen , 31 31 , of Fort worth Worth , Texas Texas .
1698	main-news	MSRpar	2012test	0159	none	none	The 30-year bond US30YT=RR jumped 20/32, taking its yield to 4.14 percent from 4.18 percent.	The 30-year bond US30YT=RR dipped 14/32 for a yield of 4.26 percent from 4.23 percent.	2.000	train	The 30-year bond US30YT=RR spring jumped 20/32 , taking its cede to 4.14 percent from 4.18 percent .	The 30-year bond US30YT=RR lordotic swaybacked 14/32 for a yield of 4.26 percent from 4.23 pct percent .
1699	main-news	MSRpar	2012test	0198	none	none	The tech-heavy Nasdaq Stock Markets composite index added 1.16 points to 1,504.04.	The Nasdaq Composite index, full of technology stocks, was lately up around 18 points.	2.200	train	The tech-heavy Nasdaq caudex Stock mart Markets composite index contribute 1.16 spot points to 1,504.04 .	The NASDAQ NASDAQ Composite indicator index , full_moon full of technology stocks , embody was of_late lately upwardly up or_so around 18 points .
1700	main-news	MSRpar	2012test	0252	none	none	"And about eight to 10 seconds down, I hit.	"I was in the water for about eight seconds.	2.200	train	`` And virtually about eighter to tenner 10 seconds pull_down down , one I gain hit .	`` I constitute was indium the body_of_water water for around about eight arcsecond seconds .
1701	main-news	MSRpar	2012test	0302	none	none	Advancing issues outnumbered decliners about 8 to 5 on the New York Stock Exchange.	Declining issues outnumbered advancers slightly more than 3 to 1 on the New York Stock Exchange.	2.200	train	win Advancing issues outnumbered decliners some octonary 8 to 5 on the New York Stock commutation Exchange .	Declining way_out issues outnumber outnumbered advancers slimly slightly more_than more than 3 3 to oneness unity on the New House_of_York York Stock commute Exchange .
1702	main-news	MSRpar	2012test	0319	none	none	The statewide unemployment rate fell to 6.4 percent, down from a revised 6.7 percent in August.	The unemployment rate in San Joaquin County dipped last month to 8.5 percent, down nearly a full percentage point from August.	2.000	train	The statewide unemployment rate settle fell to 6.4 pct percent , down from a revised revised 6.7 percent Indiana in idolize revered .	The unemployment rate charge_per_unit IN in San Joaquin County dipped dipped last month month to 8.5 per_centum percent , down nearly a full part percentage point from August .
1703	main-news	MSRpar	2012test	0345	none	none	That package included increases to both the city's sales and income taxes.	He also objects to the sales and personal income tax increases in the package.	2.000	train	That bundle package included growth increases to both both the city 's sales and income task taxes .	He atomic_number_2 besides also objects to the sales and personal personal income tax growth increases in the package .
1704	main-news	MSRpar	2012test	0352	none	none	Gillette shares rose $1.45, or 4.5 percent, to $33.95 in afternoon New York Stock Exchange trading.	Shares of Gillette closed down 45 cents at $33.70 in trading Wednesday on the New York Stock Exchange.	2.000	train	Gillette shares arise rose $ 1.45 , or 4.5 percent , to $ 33.95 Indiana in afternoon good_afternoon New York Stock Exchange trading .	divvy_up Shares of King_Camp_Gilette Gillette closed down forty-five 45 cents at $ 33.70 in trading trading Wednesday Wednesday on the young York York sprout Stock telephone_exchange Exchange .
1705	main-news	MSRpar	2012test	0445	none	none	The bodies of former Invercargill man Warren Campbell, 32, and climbing companion Jonathan Smith, 47, were recovered from below Mt D'Archiac late yesterday morning.	Warren David Campbell, 32, and climbing companion Jonathan Smith, 47, did not return as expected on Tuesday from climbing on Mt D'Archiac in the McKenzie District.	2.200	train	The bodies of old former Invercargill military_personnel man Robert_Penn_Warren Warren Campbell , thirty-two 32 , and go_up climbing companion Jonathan Jonathan Julia_Evelina_Smith Smith , 47 , were recovered from below Mt D'Archiac slowly tardily yesterday forenoon morning .	Robert_Penn_Warren Warren Jacques_Louis_David David Campbell Campbell , thirty-two 32 , and go_up climbing companion fellow_traveller Jonathan Jonathan Bessie_Smith Smith , forty-seven 47 , coiffure did not return as anticipate expected on on Tuesday from climbing on metric_ton Mt D'Archiac in the McKenzie territory District .
1706	main-news	MSRpar	2012test	0498	none	none	Rep. Peter Deutsch, D-Fla., criticized the FDA's efforts in Florida.	Peter Deutsch, D-Fla., said he wanted to congratulate the FDA.	2.000	train	Rep. Saint_Peter Peter Deutsch , D-Fla. , knock criticized the Food_and_Drug_Administration 's endeavour efforts IN in Florida .	Peter Deutsch , D-Fla. , said he wanted to preen the FDA FDA .
1707	main-news	MSRpar	2012test	0516	none	none	We don't know if any will be SARS," said Dr. James Young, Ontario's commissioner of public safety.	"We're being hyper-vigilant," said Dr. James Young, Ontario's commissioner of public safety.	2.000	train	We Doctor_of_Osteopathy do n't know if any any will be be SARS , `` said doctor Dr. James youth Young , Lake_Ontario Ontario 's commissioner commissioner of public rubber .	`` We 're exist being hyper-vigilant , `` read said doc Dr. close_up James Young , Ontario 's commissioner of populace public safety .
1708	main-news	MSRpar	2012test	0525	none	none	Ross Garber, Rowland's lawyer, said Tuesday he would attend the meeting and would ask to speak on the issue.	Ross Garber, Rowland's legal counsel, said the governor would have no comment on the condo deal.	2.000	train	Nellie_Tayloe_Ross Ross Garber , Rowland 's attorney lawyer , said Tuesday Tuesday he would attend the meeting and would necessitate necessitate to utter speak on the issue .	Ross Ross Garber , Rowland 's effectual legal counsel counsel , allege said the governor would have no gossip comment on along the condo condo sell deal .
1709	main-news	MSRpar	2012test	0624	none	none	A second victim, Michael Walker, 23, was struck in the torso, the bullet perforating his lung.	The other victim, Michael Walker, of 550 Barbey Street, was struck in the neck.	2.200	train	A sec second victim , Michael Walker Walker , 23 23 , Washington was struck in the torso , the fastball bullet poke punch his lung lung .	The former other victim , Michael Walker , of 550 Barbey street Street , follow was struck in in the neck .
1710	main-news	MSRpar	2012test	0641	none	none	Wall Street analysts had expected 22 cents a share, according to Thomson First Call.	The results were 3 cents a share lower than the forecast of analysts surveyed by Thomson First Call.	2.200	train	Wall Street analysts consume had wait expected XXII 22 centime cents a fortune portion , concord according to Virgil_Garnett_Thomson Thomson First prognosticate Call .	The results personify were 3 cent cents a share lower than the portend forecast of analysts surveyed by Elihu_Thomson Thomson First holler Call .
1711	main-news	MSRpar	2012test	0701	none	none	The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percent, down from 4.35 percent late Wednesday.	At 11 a.m. (1500 GMT), the 10-year note US10YT=RR was up 11/32 for a yield of 3.36 percent from 3.40 percent Wednesday.	2.000	train	The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percentage percent , fine-tune down from 4.35 percent late Wed Wednesday .	At eleven XI a.m. ( 1500 GMT ) , the 10-year take_note note US10YT=RR embody was upwards up 11/32 for angstrom a pay yield of 3.36 pct percent from 3.40 percentage percent Midweek Wednesday .
1712	main-news	MSRpar	2012test	0728	none	none	Preliminary reports were that the men were not seen together at the airport, sources said.	The men had Pakistani passports and reportedly were seen together at the airport earlier in the evening, law enforcement sources said.	2.000	train	overture Preliminary reports equal were that the men were not image seen together at the airport , generator sources said .	The manpower men take_in had Pakistani Pakistani passport passports and reportedly reportedly were seen together at the airport former earlier In in the evening , law enforcement source author said .
1713	main-news	MSRpar	2012test	0739	none	none	Oracle shares were also higher, trading up 12 cents at $13.60.	Shares of Redwood Shores-based Oracle rose 14 cents to $13.62.	2.000	train	Oracle shares were also gamy higher , trade_in upward up xii 12 cents at $ 13.60 .	divvy_up Shares of Redwood Shores-based Oracle rose 14 cent cents to $ 13.62 .
1714	main-news	MSRpar	2012train	0063	none	none	The company didn't detail the costs of the replacement and repairs.	But company officials expect the costs of the replacement work to run into the millions of dollars.	2.000	train	The company did n't item the costs of the replacement replacement and animate repairs .	But society company officials ask expect the costs of the switch replacement work to make_for play into the meg millions of dollars .
1715	main-news	MSRpar	2012train	0078	none	none	There are 103 Democrats in the Assembly and 47 Republicans.	Democrats dominate the Assembly while Republicans control the Senate.	2.000	train	There are 103 Democrats indium atomic_number_49 the Assembly and xlvii 47 republican Republicans .	democrat Democrats rule dominate the Assembly while while Republican Republican ascendence control the US_Senate Senate .
1716	main-news	MSRpar	2012train	0129	none	none	In 2006, the group says the market will rebound 29.6 percent to $21.3 billion in sales.	In 2006, Asia Pacific will report growth of 7.9 percent to $81.8 billion.	2.000	train	In 2006 , the group says the market_place market volition will rebound 29.6 percent to $ 21.3 billion in sales .	Indiana In 2006 , Asia Asia Pacific will report growth of 7.9 percentage to $ 81.8 billion .
1717	main-news	MSRpar	2012train	0159	none	none	Waksal, in a letter to the court, said: "I tore my family apart.	In seeking leniency, Waksal apologized to the court, his employees and his family.	2.000	train	Waksal , in axerophthol a missive letter to the court , aforementioned said : `` I bust tore my fellowship family apart .	inwards In seeking mildness , Waksal apologized to the tribunal court , his employee employees and his family .
1718	main-news	MSRpar	2012train	0193	none	none	Allegiant shares rose $4, or $17.2 percent, to $27.43 in Thursday morning trading on the Nasdaq Stock Market.	Allegiant's stock closed Wednesday at $23.40, up 64 cents, in trading on the Nasdaq market.	2.000	train	allegiant Allegiant shares stand_up rose $ four 4 , or $ 17.2 percentage percent , to $ 27.43 In in Th Thursday morning trading on on the NASDAQ NASDAQ Stock Market .	allegiant Allegiant 's stock closed Midweek Wednesday atomic_number_85 at $ 23.40 , up sixty-four 64 cents , Indiana in trading on the National_Association_of_Securities_Dealers_Automated_Quotations Nasdaq market .
1719	main-news	MSRpar	2012train	0325	none	none	Rusch has also allowed five or more earned runs in each of his last three starts.	Redman has allowed two earned runs or less in six of his nine starts.	2.000	train	Rusch has also tolerate allowed Phoebe cinque operating_theater or more earned runs IN in each of his last three offset starts .	Redman hold has allowed two two make consort runs or less in six of his niner nine pop_out starts .
1720	main-news	MSRpar	2012train	0342	none	none	The technology-packed Nasdaq Composite Index <.IXIC> dropped 37.78 points, or 1.94 percent, to 1,912.36.	The Nasdaq composite index fell 2.95, or 0.2 percent, for the week to 1,912.36 after stumbling 37.78 yesterday.	2.000	train	The technology-packed National_Association_of_Securities_Dealers_Automated_Quotations complex Composite indicant Index < .IXIC > cast_off dropped 37.78 luff points , or 1.94 percent , to 1,912.36 .	The National_Association_of_Securities_Dealers_Automated_Quotations Nasdaq composite index index fall_down fall_down 2.95 , Oregon or 0.2 percent , for the week to 1,912.36 after bumble stumbling 37.78 yesterday .
1721	main-news	MSRpar	2012train	0380	none	none	The Bishop of Armidale, Peter Brain, was forthright.	"He hasn't got much choice," said the Bishop of Armidale, Peter Brain.	2.000	train	The Bishop of Armidale , Saint_Peter_the_Apostle Peter Brain , WA WA frank forthright .	`` He He has n't got much quality choice , `` aver said the Bishop of Armidale , prick Peter brain .
1722	main-news	MSRpar	2012train	0466	none	none	Shares of Littleton, Colorado-based EchoStar rose $1.63, or 5.3 percent, to $32.26 at 10:55 a.m.	On Monday, EchoStar (DISH: news, chart, profile) shares shrank $1.40, or 4.4 percent, to $30.63.	2.000	train	Shares of Littleton , Colorado-based EchoStar mount rose $ 1.63 , or 5.3 percent , to $ 32.26 astatine astatine 10:55 a.m .	On Monday , EchoStar ( dish_out : news , chart , profile ) shares shrank $ 1.40 , surgery or 4.4 percent , to $ 30.63 .
1723	main-news	MSRpar	2012train	0468	none	none	The benchmark 10-year note US10YT=RR lost 11/32 in price, taking its yield to 3.21 percent from 3.17 percent late on Monday.	Further out the curve, the benchmark 10-year note US10YT=RR shed 18/32 in price, taking its yield to 3.24 percent from 3.17 percent.	2.200	train	The benchmark benchmark 10-year greenback note US10YT=RR lost 11/32 in price price , taking IT its concede to 3.21 percentage percent from 3.17 percent percent tardy late on Mon Monday .	far Further out the curve , the bench_mark benchmark 10-year note US10YT=RR disgorge shed 18/32 in Price Leontyne_Price , take_aim taking information_technology its give_in yield to 3.24 percent from 3.17 per_centum percent .
1724	main-news	MSRpar	2012train	0512	none	none	Another said its members would continue to call the more than 50 million phone numbers on the Federal Trade Commission's list.	Meantime, the Direct Marketing Association said its members should not call the nearly 51 million numbers on the list.	2.000	train	some_other Another allege said information_technology its penis members would continue continue to telephone_call call the more more_than than fifty 50 million phone phone numbers_game numbers along on the federal_official Federal swap Trade direction Commission 's heel list .	meanwhile Meantime , the Direct selling Marketing Association said IT members should not margin_call call the nearly 51 million numbers along on the list .
1725	main-news	MSRpar	2012train	0521	none	none	An injured woman co-worker also was hospitalized and was listed in good condition.	A woman was listed in good condition at Memorial's HealthPark campus, he said.	2.200	train	An injured fair_sex woman workfellow co-worker also represent was hospitalise hospitalized and represent was listed listed Indiana skilful good condition .	vitamin_A A woman was listed listed Indiana in goodness goodness condition at at commemoration Memorial 's HealthPark campus , he said .
1726	main-news	MSRpar	2012train	0584	none	none	A key figure in former state Treasurer Paul Silvester's bribery scheme was accused Wednesday of changing his story about Silvester's alleged corrupt dealings with a Boston investment firm.	A key player in former state Treasurer Paul Silvester's corruption scheme testified on Tuesday about kickbacks and bribes Silvester traded for state business.	2.000	train	A cardinal key figure in early former state financial_officer St._Paul Paul Silvester 's bribery bribery schema scheme was impeach accused Wed Wednesday of changing his news_report story about Silvester 's alleged vitiate corrupt dealings with a Boston investiture investment firm .	antiophthalmic_factor A key key histrion player IN in former province state financial_officer Treasurer Saul_of_Tarsus Paul Silvester 's corruption dodging scheme show testified on Tues Tuesday astir about kickbacks and bribes Silvester switch traded for province state business .
1727	main-news	MSRpar	2012train	0635	none	none	The same survey a month ago had Street leading Katz 42 percent to 34 percent, with 21 percent undecided.	One month ago in the same poll, Katz was leading 46 to 40 percent.	2.000	train	The Saami sight survey vitamin_A a month month ago ago had Street preeminent leading Katz 42 percent to 34 34 percent , with 21 pct percent open undecided .	unmatched month agone ago Hoosier_State in the same pollard poll , Katz was contribute leading 46 to forty 40 percent .
1728	main-news	MSRpar	2012train	0642	none	none	The tech-loaded Nasdaq composite rose 20.96 points to 1595.91 to end at its highest level for 12 months.	The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02.	2.200	train	The tech-loaded Nasdaq composite_plant composite rose 20.96 full_stop points to 1595.91 to final_stage end at its highest level stage for dozen 12 months .	The technology-laced NASDAQ Nasdaq Composite Index < .IXIC > climbed 19.11 points , operating_theater or 1.2 percentage percentage , to 1,615.02 .
1729	main-news	MSRpar	2012train	0697	none	none	A soldier was killed Monday and another wounded when their convoy was ambushed in northern Iraq.	On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq.	2.000	train	amp soldier was toss_off killed Monday and another wounded when their convoy convoy was lurk ambushed inward in northern Republic_of_Iraq Iraq .	On Sunday , a U.S. soldier soldier was drink_down belt_down and another spite injured when a weapons_system munitions dump they exist were guarding break_loose exploded in in southern southern Iraq .
1730	main-news	deft-news	2014	0011	none	none	russia would not immediately increase military strength along russian borders.	russia would not hesitate to increase military strength along russian borders if the need arises.	2	train	russia would not immediately increment increase armed_forces war_machine military_strength strength along russian borders .	russia would not not hesitate to increase increase military strength along Russian russian borders if the penury need arises .
1731	main-news	deft-news	2014	0012	none	none	the center will be operational in august 2008.	the center will formally open in 2009.	2.2	train	the rivet center will will be operational IN in august revered 2008 .	the rivet center will will officially formally open in 2009 .
1732	main-news	deft-news	2014	0034	none	none	russia is a member of the quartet on the middle east.	russia is a member of the nsg.	2.2	train	Soviet_Union russia is a member of the intravenous_feeding IV on the middle east .	Soviet_Union russia represent is amp a member of the nsg .
1733	main-news	deft-news	2014	0039	none	none	no other drug has become as integral in decades.	the drug has been around in other forms for years.	2	train	nobelium no early other do_drugs drug has get become as built-in integral indium in ten decades .	the drug has live around in early other mannikin forms for years .
1734	main-news	deft-news	2014	0078	none	none	cambodia and vietnam finalized an agreement to stop asian and european drug traffickers.	syrian and russian officials signed an agreement of cooperation in combating drug trafficking.	2	train	Cambodia cambodia and Viet_Nam vietnam finalized an agreement to end stop asian and European european do_drugs drug vender .	syrian and Russian russian officials signed an agreement of cooperation cooperation in battle combating drug traffic .
1735	main-news	deft-news	2014	0126	none	none	indian nationals constitute the largest number of foreign inmates in nepal prisons.	drug traffickers from foreign countries constitute the largest percentage of foreign inmates in nepal.	2	train	indian nationals make constitute the largest phone_number number of foreign inmate inmates in nepal prison .	drug drug vendor traffickers from foreign nation countries form constitute the largest percentage of foreign inmate convict in Nepal nepal .
1736	main-news	deft-news	2014	0141	none	none	the iranian government has dismissed the allegations in the intelligence presented to the international atomic energy agency board as baseless and the intelligence used to support the allegations as fake.	the international atomic energy agency insists that the iranian government's simple denials of the intelligence presented to the international atomic energy agency board are not good enough to allay western countries suspicions.	2.2	train	the iranian government accept has dismissed the allegations in the intelligence face presented to the international nuclear atomic energy government_agency agency board as groundless and the intelligence_operation intelligence used to support the allegations as bullshit fake .	the outside international nuclear vitality energy bureau agency take_a_firm_stand insists that the iranian government_activity government 's mere simple abnegation denials of the intelligence confront presented to the outside international nuclear nuclear energy agency room board are non not full good enough to allay horse_opera western countries suspicions .
1737	main-news	deft-news	2014	0174	none	none	the lawyer of michael karras named s.s. dhillon could not be reached for comment.	durban port authorities and police explosives inspectors could not be reached for comment.	2	train	the attorney lawyer of Michael michael karras report describe s.s. dhillon could not be reached for comment .	Durban durban port authority self-confidence and police explosive explosives inspectors could not be attain reached for comment .
